Date & Time,Threshold,Total Test Images,Correct,Mispredicted,Unpredicted,Accuracy,Training Time,Testing Time,EigenValue #0,EigenValue #1,EigenValue #2,EigenValue #3,EigenValue #4,EigenValue #5,EigenValue #6,EigenValue #7,EigenValue #8,EigenValue #9
2016-12-18_13:09,9500,391,129,103,159,32.9923,8121,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:09,10000,391,132,117,142,33.7596,8121,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,10500,391,137,138,116,35.0384,8121,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,11000,391,142,151,98,36.3171,8121,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,11500,391,146,171,74,37.3402,8121,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,12000,391,150,179,62,38.3632,8121,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,12500,391,154,185,52,39.3862,8121,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,13000,391,159,198,34,40.665,8121,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,13500,391,162,204,25,41.4322,8121,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,14000,391,162,208,21,41.4322,8121,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,14500,391,165,210,16,42.1995,8121,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_13:10,15000,391,167,213,11,42.711,8121,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,1000,391,2,3,386,0.511509,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,1500,391,2,3,386,0.511509,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,2000,391,8,3,380,2.04604,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,2500,391,15,3,373,3.83632,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,3000,391,25,3,363,6.39386,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,3500,391,41,3,347,10.4859,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,4000,391,52,4,335,13.2992,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:32,4500,391,62,5,324,15.8568,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,5000,391,77,10,304,19.6931,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,5500,391,83,16,292,21.2276,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,6000,391,94,25,272,24.0409,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,6500,391,100,31,260,25.5754,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,7000,391,103,34,254,26.3427,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,7500,391,116,47,228,29.6675,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,8000,391,118,57,216,30.179,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,8500,391,123,70,198,31.4578,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,9000,391,126,86,179,32.2251,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,9500,391,129,103,159,32.9923,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,10000,391,132,117,142,33.7596,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,10500,391,137,138,116,35.0384,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,11000,391,142,151,98,36.3171,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,11500,391,146,171,74,37.3402,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,12000,391,150,179,62,38.3632,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:33,12500,391,154,185,52,39.3862,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:34,13000,391,159,198,34,40.665,8507,3,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:34,13500,391,162,204,25,41.4322,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:34,14000,391,162,208,21,41.4322,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:34,14500,391,165,210,16,42.1995,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
2016-12-18_15:34,15000,391,167,213,11,42.711,8507,4,2.96037e+08,1.35454e+08,1.03308e+08,8.85666e+07,8.06502e+07,6.58857e+07,6.0445e+07,3.17249e+07,3.03844e+07,2.55027e+07
